idstd;id;panel;a4a;a6a;a4b;a6c;a6b;a1;country;lcu;a7a;a20y;b1;b3;b2a;b2b;b2c;b2d;b4;b4a;bmb1;bmb2;bmb3;bmb4;b5;b6;b6b;b7;b7a;d1a1a;d1a1x;d1a3;d2;n3;bmd1a;bmd1b;d3a;d3b;d3c;bmr2;bmr3;bmr4;bmr5;bmr6;bmr7;bmr8;e1;e2b;h1;h2;h5;bmh1;bmh2;bmh3;h8;h9;bmt3;k4;n5a;n5b;bmk6;k4b;n5c;n5d;k21;j6a;l1;l2;l4a1;l4a2;l4b;l5a;l5b;l5;l6;l6a;l8;l9b;l9b1;bml1a;bml1b;l10;bml2;l11a;l11a1;l11b;n2a;n2e;n2b;n2f;n2i;n2p;n2e1;n7a;bmge1;bmge2;d1a2;stratificationsizecode;stratificationsectorcode;Cyprus;Estonia;Greece;Italy;Latvia;Lithuania;Malta;Portugal;Slovak_rep;Slovenia;firm_age;manager_experience;top_manager_female;firm_size;sales;exportsDV;manufacturing;retail;other_services;food;garments;metal_products;machinery;other_manufacturing;R_D;product_innovation;fixed_asset;ln_sales;female_owners;family_firms
674238;13379;Fresh;Food & Beverages;Small;Food;16;Small;Portugal;Portugal;Euro (EUR);;2018;Shareholding company with non-traded shares or shares traded privately;100;0;100;0;0;No;;100;100;No;Yes;1996;25;1996;23;No;Manufacturing of ;Production Of Concentrated Citrus-Based Juice;100;5032000;5446354;Increase;3;10;90;0;;;;;;;;International;Too many to count;No;;No;No;Yes;No;No;;;Yes;12500;9500;No;No;;;Yes;Yes;16;21;4;2;3;2;3;;5;2;6;;7;;6;Yes;Job-specific technical skills;;3;;572000;2300000;26900;19500;;3500000;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);1513;Small (5-19);1;0;0;0;0;0;0;0;1;0;0;25;23;0;16;5032000;1;0;0;0;1;0;0;0;0;1;0;1;15;0;1
674239;13393;Fresh;Other Manufacturing;Small;Furniture;6;Small;Portugal;Portugal;Euro (EUR);;2018;Shareholding company with non-traded shares or shares traded privately;51;100;0;0;0;No;;100;100;Yes;No;1996;3;1996;30;No;Manufacturing of ;Manufacture Of Wood Furniture;100;316000;290000;Increase;15;80;0;20;;;;;;;;Local Ð main product sold mostly in same municipality where establishment is located;Don't know (spontaneous);No;;No;No;No;No;;;;Yes;20000;0;No;No;;;No;No;7;6;0;5;0;0;2;;No full-time seasonal or temporary workers;;;;1;;No one has a university degree;Yes;Other;;5;;54000;150000;10000;4800;;316000;Don't know (spontaneous);250000;Don't know (spontaneous);Don't know (spontaneous);3610;Small (5-19);5;0;0;0;0;0;0;0;1;0;0;25;30;0;7;316000;1;0;0;0;0;0;0;0;1;0;0;1;13;0;1
674240;13394;Fresh;Fabricated Metal Products;Large;Fabricated metal products;115;Large;Portugal;Portugal;Euro (EUR);;2018;Shareholding company with shares traded on the stock market;100;100;0;0;0;No;;100;100;Yes;Yes;1996;80;1980;38;No;Manufacturing of ;Manufacture Of Metal Structures And Metalwork For Civil And Industrial Constructions;100;8545000;1.14e+07;Increase;3;50;50;0;Yes;3-9 indicators;Yes;Combination of short-term and long-term targets;Achieved with normal amount of effort;Most managers and some production workers;No;International;7;Yes;Yes;No;No;No;No;;;Never;Yes;200000;10000;No;Yes;800000;0;No;No;115;109;50;20;0;0;4;;No full-time seasonal or temporary workers;;;;30;;15;Yes;Job-specific technical skills;100;;100;2516000;2553000;78000;50000;;7000000;3380000;1.00e+07;Don't know (spontaneous);Don't know (spontaneous);2811;Large (100 or more);3;0;0;0;0;0;0;0;1;0;0;25;38;0;115;8545000;1;0;0;0;0;0;1;0;0;0;1;1;16;0;1
674241;13398;Fresh;Food & Beverages;Medium;Food;20;Medium;Portugal;Portugal;Euro (EUR);;2018;Shareholding company with non-traded shares or shares traded privately;35;100;0;0;0;Yes;15;100;100;Yes;Yes;1996;15;1996;23;No;Manufacturing of ;Tomato Pulp Production;100;8000000;7500000;Decrease;10;5;0;95;Yes;3-9 indicators;Yes;Main focus was on short-term, less than one year;Achieved with normal amount of effort;Only senior managers;No;International;Too many to count;No;;No;No;Yes;No;No;;;No;;;No;No;;;Yes;No;20;15;3;10;4;1;0;;82;25;2;;14;;2;Yes;Job-specific technical skills;;17;;700000;5000000;25000;10000;;7000000;7000000;1.00e+07;Don't know (spontaneous);Don't know (spontaneous);1513;Medium (20-99);1;0;0;0;0;0;0;0;1;0;0;25;23;0;20;8000000;1;0;0;0;1;0;0;0;0;1;0;2;16;1;1
674242;13404;Fresh;Other Services;Medium;Construction Section F: ;20;Medium;Portugal;Portugal;Euro (EUR);;2018;Shareholding company with non-traded shares or shares traded privately;50;100;0;0;0;Yes;50;100;100;Yes;Yes;1996;1;1996;30;No;Construction of;Building Construction;70;1300000;1100000;Stay the same;;100;0;0;No;;No;;;;Yes;National Ð main product sold mostly across the country where establishment is located;Too many to count;No;;No;No;No;No;;;;Yes;15000;0;No;;;;Yes;Yes;20;17;;;;;;2;No full-time seasonal or temporary workers;;;;6;;2;No;;;;;400000;;8000;35000;;;;;Don't know (spontaneous);25000;4520;Medium (20-99);7;0;0;0;0;0;0;0;1;0;0;25;30;0;20;1300000;0;0;0;1;0;0;0;0;0;0;0;1;14;1;1
674243;13422;Fresh;Other Services;Large;Hotel and restaurants: section H;160;Large;Portugal;Portugal;Euro (EUR);10;2018;Shareholding company with shares traded on the stock market;100;100;0;0;0;Yes;50;100;100;Yes;Yes;2011;Don't know (spontaneous);2011;40;No;Hotel or restaurant;Hotel;100;Don't know (spontaneous);Don't know (spontaneous);Stay the same;;100;0;0;No;;Yes;Combination of short-term and long-term targets;Achieved with normal amount of effort;All managers and most production workers;No;National Ð main product sold mostly across the country where establishment is located;Don't know (spontaneous);No;;No;No;No;No;;;Once a week;Yes;Don't know (spontaneous);0;No;;;;No;No;160;160;;;;;;96;30;18;6;23;;3;;Yes;Job-specific technical skills;;;;Don't know (spontaneous);;Don't know (spontaneous);Don't know (spontaneous);;;;;Don't know (spontaneous);Don't know (spontaneous);5510;Large (100 or more);7;0;0;0;0;0;0;0;1;0;0;10;40;0;160;;0;0;0;1;0;0;0;0;0;0;0;1;;1;1
674244;13437;Fresh;Other Manufacturing;Small;Wood;12;Small;Portugal;Portugal;Euro (EUR);;2018;Shareholding company with non-traded shares or shares traded privately;100;100;0;0;0;No;;0;;No;No;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);56;No;Manufacturing of ;Planing, Cutting And Drying Of Wood;100;720000;Don't know (spontaneous);Stay the same;;100;0;0;;;;;;;;National Ð main product sold mostly across the country where establishment is located;Too many to count;No;;No;No;No;No;;;;Yes;40000;0;No;Yes;20000;40000;No;No;12;12;0;0;12;3;0;;No full-time seasonal or temporary workers;;;;1;;No one has a university degree;No;;;;;160000;Don't know (spontaneous);36000;30000;;Don't know (spontaneous);Don't know (spontaneous);1500000;Don't know (spontaneous);Don't know (spontaneous);2010;Small (5-19);5;0;0;0;0;0;0;0;1;0;0;;56;0;12;720000;0;0;0;0;0;0;0;0;1;0;0;1;13;0;0
674245;13440;Fresh;Garments;Small;Garments;7;Small;Portugal;Portugal;Euro (EUR);;2018;Shareholding company with non-traded shares or shares traded privately;100;100;0;0;0;No;;100;100;Yes;No;2000;17;2000;30;No;Manufacturing of ;Manufacturing Of Work Uniforms;100;400000;400000;Stay the same;;100;0;0;;;;;;;;National Ð main product sold mostly across the country where establishment is located;50;No;;No;No;No;No;;;;No;;;No;No;;;No;No;7;7;6;0;0;6;1;;No full-time seasonal or temporary workers;;;;1;;1;No;;;;;90000;100000;48000;36000;;340000;100000;1000000;Don't know (spontaneous);Don't know (spontaneous);1810;Small (5-19);2;0;0;0;0;0;0;0;1;0;0;21;30;0;7;400000;0;0;0;0;0;1;0;0;0;0;0;2;13;0;1
674246;13457;Fresh;Other Manufacturing;Small;Non metallic mineral products;18;Small;Portugal;Portugal;Euro (EUR);;2018;Shareholding company with non-traded shares or shares traded privately;50;100;0;0;0;Yes;50;100;100;No;No;1989;4;1989;30;No;Manufacturing of ;Manufacture Of Products In Concrete, Plaster And Cement;100;1200000;1000000;Increase;2;99;0;1;;;;;;;;National Ð main product sold mostly across the country where establishment is located;50;Yes;Yes;No;No;No;No;;;;Yes;150000;0;No;Yes;Don't know (spontaneous);0;Yes;No;18;15;10;4;0;2;2;;No full-time seasonal or temporary workers;;;0;;No one has a university degree;;Yes;Job-specific technical skills;100;;100;200000;700000;60000;10000;;Don't know (spontaneous);Don't know (spontaneous);1.50e+09;Don't know (spontaneous);0;2695;Small (5-19);5;0;0;0;0;0;0;0;1;0;0;32;30;0;18;1200000;1;0;0;0;0;0;0;0;1;0;1;1;14;1;1
674247;13458;Fresh;Other Services;Small;Wholesale;19;Small;Portugal;Portugal;Euro (EUR);;2018;Shareholding company with non-traded shares or shares traded privately;100;100;0;0;0;Yes;50;100;100;No;No;1986;2;1986;40;No;Wholesale trade of;Wholesale Of Eggs;25;1750000;1250000;Increase;20;100;0;0;;;;;;;;National Ð main product sold mostly across the country where establishment is located;8;No;;No;No;No;No;;;;Yes;96000;0;No;;;;Yes;No;19;15;;;;;;6;4;2;6;;12;;2;No;;;;;Don't know (spontaneous);;15000;42000;;;;;Don't know (spontaneous);Don't know (spontaneous);5122;Small (5-19);7;0;0;0;0;0;0;0;1;0;0;35;40;0;19;1750000;0;0;0;1;0;0;0;0;0;0;0;1;14;1;1
674248;13483;Fresh;Retail;Large;Retail;48;Medium;Portugal;Portugal;Euro (EUR);54;2018;Shareholding company with non-traded shares or shares traded privately;50;100;0;0;0;No;;50;50;Yes;No;1996;Don't know (spontaneous);1996;30;No;Retail trade of;Retail Sale Of Decoration Articles, Fashion, Footwear And Costume Jewelery;65;2.06e+07;1.56e+07;Increase;10;97;0;3;Yes;10 or more indicators;Yes;Combination of short-term and long-term targets;Achieved with more than normal effort;All managers and most production workers;No;National Ð main product sold mostly across the country where establishment is located;Don't know (spontaneous);No;;No;No;Yes;No;Yes;Don't know (spontaneous);;Yes;300000;2200000;No;;;;Yes;No;248;210;;;;;;200;Don't know (spontaneous);;;80;;35;;Yes;Job-specific technical skills;;;;5368000;;217802;49800;7088000;;;;Don't know (spontaneous);Don't know (spontaneous);5219;Large (100 or more);6;0;0;0;0;0;0;0;1;0;0;25;30;0;248;20600000;1;0;1;0;0;0;0;0;0;1;0;1;17;0;0
674249;13487;Fresh;Other Services;Small;Construction Section F: ;7;Small;Portugal;Portugal;Euro (EUR);;2018;Shareholding company with non-traded shares or shares traded privately;50;100;0;0;0;Yes;50;100;100;No;No;1997;4;1997;47;Yes;Construction of;Civil Construction Painting;100;130000;130000;Stay the same;;100;0;0;;;;;;;;National Ð main product sold mostly across the country where establishment is located;4;Yes;No;No;No;No;No;;;;No;;;No;;;;No;No;8;7;;;;;;1;No full-time seasonal or temporary workers;;;;0;;No one has a university degree;Yes;Job-specific technical skills;;;;45000;;127000;Don't know (spontaneous);;;;;Don't know (spontaneous);Don't know (spontaneous);4540;Small (5-19);7;0;0;0;0;0;0;0;1;0;0;24;47;1;8;130000;0;0;0;1;0;0;0;0;0;0;1;2;12;1;1
674250;13499;Fresh;Food & Beverages;Small;Food;5;Small;Portugal;Portugal;Euro (EUR);;2018;Shareholding company with non-traded shares or shares traded privately;100;100;0;0;0;Yes;100;0;;No;No;1989;3;1989;30;Yes;Manufacturing of ;Manufacture Of Cakes And Regional Sweets;100;240000;190000;Increase;10;100;0;0;;;;;;;;Local Ð main product sold mostly in same municipality where establishment is located;Too many to count;Yes;Yes;No;No;No;No;;;;No;;;No;Yes;25000;Don't know (spontaneous);Yes;No;5;5;4;0;0;4;1;;No full-time seasonal or temporary workers;;;;2;;No one has a university degree;No;;;;;84000;7200;6000;Don't know (spontaneous);;Don't know (spontaneous);Don't know (spontaneous);20000;Don't know (spontaneous);Don't know (spontaneous);1541;Small (5-19);1;0;0;0;0;0;0;0;1;0;0;32;30;1;5;240000;0;0;0;0;1;0;0;0;0;0;1;2;12;1;0
674251;13500;Fresh;Garments;Medium;Garments;116;Large;Portugal;Portugal;Euro (EUR);;2018;Shareholding company with non-traded shares or shares traded privately;100;100;0;0;0;Yes;50;100;100;Yes;No;1994;12;1994;35;Yes;Manufacturing of ;Manufacture Of Pants And Jackets For Men;100;4000000;3800000;Increase;15;0;0;100;No;;Yes;Combination of short-term and long-term targets;Achieved with normal amount of effort;All managers and most production workers;No;International;6;No;;No;No;No;No;;;Once a week;No;;;No;Yes;25000;0;No;No;116;116;100;3;2;90;6;;No full-time seasonal or temporary workers;;;100;;No one has a university degree;;No;;;;;600000;400000;15000;8000;;Don't know (spontaneous);320000;500000;Don't know (spontaneous);0;1810;Medium (20-99);2;0;0;0;0;0;0;0;1;0;0;27;35;1;116;4000000;1;0;0;0;0;1;0;0;0;0;0;2;15;1;1
674252;13503;Fresh;Garments;Large;Garments;101;Large;Portugal;Portugal;Euro (EUR);;2018;Sole proprietorship;100;100;0;0;0;No;;100;100;Yes;No;1997;35;1998;35;No;Manufacturing of ;Manufacturing Of Outerwear For Men And Women;100;2500000;3600000;Decrease;30;30;10;60;No;;Yes;Combination of short-term and long-term targets;Achieved with some effort;All managers and most production workers;No;International;6;No;;No;No;No;No;;;Once a week;No;;;No;No;;;No;No;101;110;80;12;4;45;4;;No full-time seasonal or temporary workers;;;95;;5;;No;;;;;900000;500000;60000;10000;;Don't know (spontaneous);550000;200000;8000;0;1810;Large (100 or more);2;0;0;0;0;0;0;0;1;0;0;24;35;0;101;2500000;1;0;0;0;0;1;0;0;0;0;0;2;15;0;1
674253;13505;Fresh;Other Manufacturing;Large;Plastics & rubber;463;Large;Portugal;Portugal;Euro (EUR);5;2018;Shareholding company with non-traded shares or shares traded privately;50;0;100;0;0;No;;0;;Yes;Yes;1997;174;1997;25;No;Manufacturing of ;Manufacture Of Rubber Products And Rubber Molds;100;6.33e+07;3.88e+07;Increase;15;30;10;60;Yes;3-9 indicators;Yes;Main focus was on short-term, less than one year;Achieved with some effort;All managers and most production workers;Yes;International;Don't know (spontaneous);Yes;Yes;No;No;Yes;Yes;No;;Don't know (spontaneous);Yes;120000;200000;No;Yes;100000;0;Yes;No;463;385;150;200;84;130;12;;150;70;Don't know (spontaneous);70;;10;;Yes;Job-specific technical skills;20;;Don't know (spontaneous);5157900;5197900;Don't know (spontaneous);20000;;1.28e+07;2.10e+07;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);2519;Large (100 or more);5;0;0;0;0;0;0;0;1;0;0;24;25;0;463;63290000;1;0;0;0;0;0;0;0;1;1;1;1;18;0;0
674254;13514;Fresh;Garments;Medium;Garments;31;Medium;Portugal;Portugal;Euro (EUR);;2018;Shareholding company with non-traded shares or shares traded privately;100;100;0;0;0;Yes;40;100;100;Yes;No;1997;18;1997;25;No;Manufacturing of ;Manufacturing Of Men'S Trousers;100;1200000;1000000;Increase;20;0;0;100;No;;Yes;Combination of short-term and long-term targets;Achieved with some effort;All managers and most production workers;No;International;6;No;;No;No;No;No;;;;No;;;No;No;;;No;No;31;30;5;6;18;26;1;;No full-time seasonal or temporary workers;;;98;;2;;No;;;;;160000;45000;6000;3000;;Don't know (spontaneous);43000;85000;Don't know (spontaneous);0;1810;Medium (20-99);2;0;0;0;0;0;0;0;1;0;0;24;25;0;31;1200000;1;0;0;0;0;1;0;0;0;0;0;2;14;1;1
674255;13542;Fresh;Other Services;Large;Construction Section F: ;135;Large;Portugal;Portugal;Euro (EUR);2;2018;Shareholding company with shares traded on the stock market;35;100;0;0;0;No;;35;35;Yes;Yes;2004;15;2004;35;No;Construction of;Construction Of Railways;100;5000000;4700000;Increase;8;30;0;70;No;;No;;;;No;International;3;No;;No;No;Yes;No;No;;Once a week;Yes;45000;0;Yes;;;;No;No;135;130;;;;;;9;No full-time seasonal or temporary workers;;;90;;10;;Yes;Job-specific technical skills;;;;1500000;;6000;240000;;;;;Don't know (spontaneous);0;4520;Large (100 or more);7;0;0;0;0;0;0;0;1;0;0;17;35;0;135;5000000;1;0;0;1;0;0;0;0;0;1;0;1;15;0;0
674256;13543;Fresh;Other Manufacturing;Medium;Leather ;25;Medium;Portugal;Portugal;Euro (EUR);;2018;Shareholding company with non-traded shares or shares traded privately;90;100;0;0;0;Yes;10;100;100;Yes;Yes;1992;4;1992;27;No;Manufacturing of ;Manufacturing Of Footwear;100;420000;550000;Decrease;3;0;0;100;No;;No;;;;No;International;Too many to count;No;;No;No;No;No;;;;No;;;No;Yes;50000;0;Yes;No;25;35;0;23;0;18;1;;No full-time seasonal or temporary workers;;;;5;;No one has a university degree;No;;;;;300000;75000;9000;15000;;400000;0;100000;45000;10000;1920;Medium (20-99);5;0;0;0;0;0;0;0;1;0;0;29;27;0;25;420000;1;0;0;0;0;0;0;0;1;0;0;2;13;1;1
674257;13556;Fresh;Other Manufacturing;Small;Furniture;5;Small;Portugal;Portugal;Euro (EUR);;2018;Shareholding company with non-traded shares or shares traded privately;50;100;0;0;0;Yes;50;100;100;Yes;No;1997;2;1997;30;No;Manufacturing of ;Restoration Of Furniture And Chairs;100;Don't know (spontaneous);Don't know (spontaneous);Stay the same;;100;0;0;;;;;;;;Local Ð main product sold mostly in same municipality where establishment is located;10;No;;No;No;No;No;;;;No;;;No;No;;;No;No;5;5;3;0;0;3;1;;No full-time seasonal or temporary workers;;;;0;;No one has a university degree;No;;;;;78000;Don't know (spontaneous);1500;6000;;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);3610;Small (5-19);5;0;0;0;0;0;0;0;1;0;0;24;30;0;5;;0;0;0;0;0;0;0;0;1;0;0;2;;1;1
674258;13571;Fresh;Other Manufacturing;Large;Chemicals;140;Large;Portugal;Portugal;Euro (EUR);;2018;Shareholding company with shares traded on the stock market;80;100;0;0;0;No;;80;80;Yes;No;1991;12;1991;34;No;Manufacturing of ;Manufacturing Of Cord Yarn Made Of Plastic;100;1.90e+07;1.80e+07;Increase;6;60;10;30;No;;No;;;;No;International;6;No;;No;No;No;No;;;Between 2 and 4 times a week;No;;;No;Yes;80000;0;No;No;110;102;60;30;5;25;4;;5;0;6;90;;10;;No;;;;;1800000;3000000;140000;5000;;Don't know (spontaneous);2700000;8000000;12000;0;2430;Large (100 or more);5;0;0;0;0;0;0;0;1;0;0;30;34;0;110;19000000;1;0;0;0;0;0;0;0;1;0;0;2;17;0;1
674259;13577;Fresh;Other Services;Small;Services of motor vehicles;5;Small;Portugal;Portugal;Euro (EUR);;2018;Shareholding company with non-traded shares or shares traded privately;50;100;0;0;0;No;;100;100;No;No;1997;2;1997;20;No;Provide services of;Retail Of Used Cars;80;120000;96000;Increase;5;100;0;0;;;;;;;;Local Ð main product sold mostly in same municipality where establishment is located;Too many to count;No;;No;No;No;No;;;;No;;;No;;;;No;No;5;4;;;;;;0;No full-time seasonal or temporary workers;;;;2;;No one has a university degree;No;;;;;43000;;900;1000;;;;;6000;Don't know (spontaneous);5010;Small (5-19);7;0;0;0;0;0;0;0;1;0;0;24;20;0;5;120000;0;0;0;1;0;0;0;0;0;0;0;2;12;0;1
674260;13605;Fresh;Retail;Medium;Retail;54;Medium;Portugal;Portugal;Euro (EUR);;2018;Shareholding company with non-traded shares or shares traded privately;85;100;0;0;0;Yes;15;100;100;Yes;No;2006;40;2006;13;No;Retail trade of;Sale Of Tobacco;100;3.49e+07;3.47e+07;Increase;2;100;0;0;Yes;3-9 indicators;Yes;Combination of short-term and long-term targets;Achieved with more than normal effort;All managers and most production workers;Yes;Local Ð main product sold mostly in same municipality where establishment is located;5;Yes;Yes;Yes;Yes;Yes;Yes;No;;Daily;No;;;No;;;;No;No;54;40;;;;;;12;No full-time seasonal or temporary workers;;;;48;;8;Yes;Job-specific technical skills;;;;740000;;11000;93772;3.41e+07;;;;Don't know (spontaneous);Don't know (spontaneous);5220;Medium (20-99);6;0;0;0;0;0;0;0;1;0;0;15;13;0;54;34866728;0;0;1;0;0;0;0;0;0;1;1;2;17;1;1
674261;13606;Fresh;Retail;Large;Retail;100;Large;Portugal;Portugal;Euro (EUR);;2018;Shareholding company with shares traded on the stock market;100;0;100;0;0;No;;0;;Yes;Yes;2006;Don't know (spontaneous);Don't know (spontaneous);15;No;Retail trade of;Hypermarket Selling Food And Non-Food Products;95;1.45e+07;Don't know (spontaneous);Increase;10;100;0;0;Yes;1-2 indicators;Yes;Combination of short-term and long-term targets;Achieved with some effort;Most managers and some production workers;No;Local Ð main product sold mostly in same municipality where establishment is located;6;No;;No;Don't know (spontaneous);Don't know (spontaneous);Don't know (spontaneous);Yes;Don't know (spontaneous);Daily;Yes;70000;0;No;;;;Yes;No;89;Don't know (spontaneous);;;;;;Don't know (spontaneous);Don't know (spontaneous);;;Don't know (spontaneous);;Don't know (spontaneous);;Yes;Don't know (spontaneous);;;;1500000;;200000;2000;Don't know (spontaneous);;;;Don't know (spontaneous);Don't know (spontaneous);5211;Large (100 or more);6;0;0;0;0;0;0;0;1;0;0;15;15;0;89;14500000;0;0;1;0;0;0;0;0;0;;0;1;16;0;0
674262;13608;Fresh;Other Manufacturing;Medium;Precision instruments;22;Medium;Portugal;Portugal;Euro (EUR);;2018;Shareholding company with non-traded shares or shares traded privately;33;100;0;0;0;Yes;33;100;100;Yes;Yes;2007;10;2007;21;Yes;Manufacturing of ;Manufacturing Of Medical Devices (First Aid Kits);99;1500000;800000;Stay the same;;1;0;99;Yes;3-9 indicators;Yes;Combination of short-term and long-term targets;Achieved with normal amount of effort;All managers and most production workers;No;International;Too many to count;No;;No;No;Yes;No;No;;;Yes;5000;0;No;No;;;Yes;No;22;15;2;2;15;18;1;;3;3;4;;22;;12;Yes;Job-specific technical skills;;19;;310000;400000;42000;5000;;800000;250000;600000;4031;2100;3311;Medium (20-99);5;0;0;0;0;0;0;0;1;0;0;14;21;1;22;1500000;1;0;0;0;0;0;0;0;1;1;0;1;14;1;1
